manifest_index,system_id,system_name,seed,initial_condition_set,variant,basis_name,representability,wp_n1_support_status,raw_support_match,pruned_support_match,support_equality_definition,raw_implies_pruned_violation,r2,r2_gt_0_9,loss,final_stage,eq_final_stages,total_parameter_fits,total_loss_evals,total_ode_solves,elapsed_s,elapsed_s_evidence_role,git_hash,config_fingerprint,stage_cap_behavior_fingerprint,incomplete_allowed,expected_manifest_records,observed_manifest_records,missing_manifest_indices,dim,classification_description,decision_layer
320,49,Brusselator: hypothetical chemical oscillation model (dimensionless),42,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9983616980937133,True,0.0003528726598058367,5,"[5,5]",550,2939858,2939858,4198.264381951,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Brusselator: hypothetical chemical oscillation model (dimensionless),C_literature_all_cells
321,49,Brusselator: hypothetical chemical oscillation model (dimensionless),123,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9983616970225144,True,0.0003528726612881184,5,"[5,5]",550,2833944,2833944,3952.507366646,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Brusselator: hypothetical chemical oscillation model (dimensionless),C_literature_all_cells
322,49,Brusselator: hypothetical chemical oscillation model (dimensionless),7,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9368127500795489,True,0.0030516303741032966,5,"[5,5]",470,1252704,1252704,3434.22555108,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Brusselator: hypothetical chemical oscillation model (dimensionless),C_literature_all_cells
323,49,Brusselator: hypothetical chemical oscillation model (dimensionless),42,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9368127372755439,True,0.003051630374193713,5,"[5,5]",470,1259891,1259891,5663.451731265,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Brusselator: hypothetical chemical oscillation model (dimensionless),C_literature_all_cells
324,49,Brusselator: hypothetical chemical oscillation model (dimensionless),123,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9368127524422383,True,0.003051630374023758,5,"[5,5]",470,1315568,1315568,5421.036191044,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Brusselator: hypothetical chemical oscillation model (dimensionless),C_literature_all_cells
325,50,Chemical oscillator model by Schnackenberg 1979 (dimensionless),7,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9971458802768856,True,0.0021827148345705503,5,"[3,5]",610,7839637,7839637,15029.400959998,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Chemical oscillator model by Schnackenberg 1979 (dimensionless),C_literature_all_cells
326,50,Chemical oscillator model by Schnackenberg 1979 (dimensionless),42,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9975019863625324,True,0.0019172812940253495,5,"[3,5]",610,7968301,7968301,11401.396046647,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Chemical oscillator model by Schnackenberg 1979 (dimensionless),C_literature_all_cells
327,50,Chemical oscillator model by Schnackenberg 1979 (dimensionless),123,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9974990924957141,True,0.0018949347723657914,5,"[3,5]",610,7560960,7560960,7433.571202972,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Chemical oscillator model by Schnackenberg 1979 (dimensionless),C_literature_all_cells
328,50,Chemical oscillator model by Schnackenberg 1979 (dimensionless),7,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.8436937576224985,False,0.000584514341786531,5,"[3,5]",430,2680045,2680045,13655.216175027,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Chemical oscillator model by Schnackenberg 1979 (dimensionless),C_literature_all_cells
329,50,Chemical oscillator model by Schnackenberg 1979 (dimensionless),42,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.8436937577347758,False,0.0005845143417865326,5,"[3,5]",430,1313692,1313692,5912.47862563,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Chemical oscillator model by Schnackenberg 1979 (dimensionless),C_literature_all_cells
330,50,Chemical oscillator model by Schnackenberg 1979 (dimensionless),123,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.8436937577959014,False,0.0005845143417864924,5,"[3,5]",430,1625625,1625625,3836.981869146,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Chemical oscillator model by Schnackenberg 1979 (dimensionless),C_literature_all_cells
331,51,Oscillator death model by Ermentrout and Kopell 1990,7,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9991917425522139,True,0.009589929328682996,3,"[3,3]",410,3319124,3319124,8456.097339829,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Oscillator death model by Ermentrout and Kopell 1990,C_literature_all_cells
332,51,Oscillator death model by Ermentrout and Kopell 1990,42,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9992056856584542,True,0.009434228889452152,3,"[3,3]",430,3555406,3555406,10797.755227254,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Oscillator death model by Ermentrout and Kopell 1990,C_literature_all_cells
333,51,Oscillator death model by Ermentrout and Kopell 1990,123,1,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9992324991686051,True,0.009251334427906743,3,"[3,3]",410,3340702,3340702,11207.722144588,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Oscillator death model by Ermentrout and Kopell 1990,C_literature_all_cells
334,51,Oscillator death model by Ermentrout and Kopell 1990,7,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9986429136850176,True,0.0071547980972907635,5,"[5,5]",530,5934534,5934534,14658.40740924,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Oscillator death model by Ermentrout and Kopell 1990,C_literature_all_cells
335,51,Oscillator death model by Ermentrout and Kopell 1990,42,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9991339124793954,True,0.004629838320829777,5,"[5,5]",590,6757797,6757797,30799.607380402,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Oscillator death model by Ermentrout and Kopell 1990,C_literature_all_cells
336,51,Oscillator death model by Ermentrout and Kopell 1990,123,2,wp_n1_constant_basis,staged_polynomial_basis_with_constant,surrogate,eq1_not_representable,,,normalized term-name set equality per equation index; equation order is preserved,False,0.9990481436942279,True,0.005038795751295806,5,"[5,5]",570,6436973,6436973,24953.797721326,non_evidence,ec3b6bd,0290b75a28791195,ffb0266c7913352c,False,336,336,,2,Oscillator death model by Ermentrout and Kopell 1990,C_literature_all_cells
